hid,name,year_qtr,start_date,end_date,hstatus,county_name,service_area,planning_area,type_cntrl,type_hosp,phone,address,city,zip_code,ceo,lic_beds,avl_beds,stf_beds,dis_medicare_tradicional,dis_medicare_care,dis_medi_tradicional,dis_medi_care,day_medicare_tradicional,day_medicare_care,day_medi_tradicional,day_medi_care,vis_medicare_tradicional,vis_medicare_care,vis_medi_tradicional,vis_medi_care,grip_medicare_tradicional,grip_medicare_care,grip_medi_tradicional,grip_medi_care,grop_medicare_tradicional,grop_medicare_care,grop_medi_tradicional,grop_medi_care,operational_expenses,professional_expenses
106191228,LAC/USC MEDICAL CENTER,20193,2019-07-01,2019-09-30,Open,Los Angeles,11 - Los Angeles,925,City/County,Comparable,323-409-1000,1200 NORTH STATE STREET,LOS ANGELES,90033,JORGE OROZCO,676,649,637,739,221,3255,2575,5329,1187,19318,17824,13559,924,51171,63045,68252123,16616660,260243575,226205523,26835070,3562650,112334585,132374130,553164369,64667947
106010776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,20202,2020-04-01,2020-06-30,OPEN,Alameda,05 - East Bay,417,Non Profit Corp.,Comparable,510-428-3885,747 52ND STREET,OAKLAND,94609,"MICHAEL ANDERSON, MD",190,190,190,3,0,569,391,16,0,5096,1657,201,0,10875,27275,243760,0,92145369,30619404,1557497,0,34943983,43224360,178663958,0
106450949,MERCY MEDICAL CENTER - REDDING,20183,2018-07-01,2018-09-30,Open,Shasta,01 - Northern California,209,Church,Comparable,530-225-6000,2175 ROSALINE AVENUE,REDDING,96001,TODD SMITH,267,267,267,1503,59,206,767,6406,286,1317,3275,17241,375,2095,10789,130712516,6435240,19128549,52940131,85962723,2225872,6701235,40533828,115802062,0
106420514,SANTA BARBARA COTTAGE HOSPITAL,20192,2019-04-01,2019-06-30,Open,Santa Barbara,10 - Santa Barbara/Ventura,807,Non Profit Corp.,Comparable,805-687-1111,400 W. PUEBLO STREET,SANTA BARBARA,93105,RONALD C. WERFT,519,363,255,1845,322,274,660,9969,1523,1528,3177,8989,1078,1503,6410,171779134,28341080,27740418,51812255,64973777,8713626,4158559,15059655,183138072,10174534
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,20184,2018-10-01,2018-12-31,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,323-644-2000,1891 EFFIE STREET,LOS ANGELES,90026,PHIL WONG,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7310090,378320
106521041,ST. ELIZABETH COMMUNITY HOSPITAL,20184,2018-10-01,2018-12-31,Open,Tehama,01 - Northern California,211,Church,Comparable,530-225-6000,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,MARK KORTH,76,49,49,356,18,64,183,998,39,124,439,6371,114,1657,5144,24909189,1051357,2700807,10069577,29751319,1137879,5284510,20945946,31181771,0
106014226,TELECARE WILLOW ROCK CENTER - PHF,20172,2017-04-01,2017-06-30,Open,Alameda,5,421,Investor - Corp.,Psychiatric Health Facilities,(510) 895-5502,2050 FAIRMONT DRIVE,SAN LEANDRO,94578,ANNE BAKAR,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513436,0
106010967,ST. ROSE HOSPITAL,20193,2019-07-01,2019-09-30,Open,Alameda,05 - East Bay,421,Non Profit Corp.,Comparable,510-264-4000,27200 CALAROGA AVENUE,HAYWARD,94545,AMAN DHUPER,171,171,165,446,71,118,343,2085,301,503,994,1893,241,775,3680,44282996,6770541,10035922,23648427,8324100,1717451,3249417,14528845,31484220,0
106410852,MILLS-PENINSULA MEDICAL CENTER,20183,2018-07-01,2018-09-30,Open,San Mateo,04 - West Bay,427,Non Profit Corp.,Comparable,650-696-5400,1501 TROUSDALE DRIVE,BURLINGAME,94010,JANET A. WAGNER,301,301,182,918,512,185,195,4261,2541,1319,908,2711,1447,284,2257,79473039,43005083,12085976,15741962,57221980,29005814,1489784,16720933,151951367,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20183,2018-07-01,2018-09-30,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190,190,90,904,169,143,512,3715,639,584,1765,21078,3069,3277,23506,91115896,16098140,12722564,37555102,42441577,8505704,9733566,49686906,57279121,0
106344170,CRESTWOOD - CARMICHAEL - PHF,20171,2017-01-01,2017-03-31,Open,Sacramento,2,311,Investor - Corp.,Psychiatric Health Facilities,(209) 478-5291,4741 ENGLE ROAD,CARMICHAEL,95608,LORI BLACKBURN,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047496,149600
106450949,MERCY MEDICAL CENTER - REDDING,20182,2018-04-01,2018-06-30,Open,Shasta,01 - Northern California,209,Church,Comparable,530-225-6000,2175 ROSALINE AVENUE,REDDING,96001,TODD SMITH,267,267,267,1625,65,182,785,7231,363,1585,3193,23833,407,2397,11754,142073368,6940513,25072497,50140755,88274027,2499427,8085735,40992619,114102443,0
106198495,OCEAN VIEW - PHF,20184,2018-10-01,2018-12-31,Open,Los Angeles,11 - Los Angeles,933,Investor - Corp.,Psychiatric Health Facilities,562-304-1740,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,90806,DALIA BOTROS,36,36,36,145,18,0,0,1383,151,0,0,0,0,0,0,2291800,453600,0,0,0,0,0,0,1981931,0
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,20192,2019-04-01,2019-06-30,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Comparable,909-887-6333,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,JUNE COLLISON,347,347,270,304,317,1466,963,1509,1478,11146,6045,2181,3098,6257,22685,18171225,22957345,91680781,60572194,4716581,7567352,12162582,45424507,69759232,0
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,20192,2019-04-01,2019-06-30,Open,San Bernardino,12 - Inland Counties,1211,Investor - Corp.,Comparable,760-245-8691,15248 ELEVENTH STREET,VICTORVILLE,92395,PETER BARONOFF,101,101,101,234,201,88,586,1304,756,376,1765,715,1098,823,6257,12689430,9877364,3127209,18783906,1931283,6420122,1934639,17482310,25707892,639308
106540798,SIERRA VIEW MEDICAL CENTER,20181,2018-01-01,2018-03-31,Open,Tulare,9,613,District,Comparable,559-784-1110 xet6100,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,DONNA HEFNER,167,167,167,513,70,164,478,2724,348,3401,1392,13221,3072,2484,14457,23381512,3046780,14414092,13644253,36006147,6920146,4202513,28054272,35896203,0
106214034,NOVATO COMMUNITY HOSPITAL,20193,2019-07-01,2019-09-30,Open,Marin,04 - West Bay,405,Non Profit Corp.,Comparable,415-209-1300,180 ROWLAND WAY,NOVATO,94945,GRANT DAVIES,47,47,21,306,52,13,36,1023,125,36,110,1166,163,208,1144,20254681,2597702,840805,1740504,14316568,1853791,1092170,6246173,20081769,0
106370749,ALVARADO PARKWAY INSTITUTE BHS,20171,2017-01-01,2017-03-31,Open,San Diego,14,1422,Investor - Corp.,Comparable,(619) 465-4411,7050 PARKWAY DRIVE,LA MESA,91942,PATRICK ZIEMER,66,66,66,240,37,53,0,2934,476,860,0,29975,1222,0,0,7335000,1237956,2261844,0,6654458,255610,0,0,6134841,0
106190045,CATALINA ISLAND MEDICAL CENTER,20202,2020-04-01,2020-06-30,OPEN,Los Angeles,11 - Los Angeles,933,Non Profit Corp.,Comparable,310-510-0700,100 FALLS CANYON ROAD,AVALON,90704,JASON PARET,12,12,12,2,0,2,0,48,0,545,0,912,0,895,0,137752,0,337820,0,889049,0,666630,0,3315816,0
106560473,COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,20202,2020-04-01,2020-06-30,OPEN,Ventura,10 - Santa Barbara/Ventura,809,Non Profit Corp.,Comparable,805-652-5001,147 N. BRENT STREET,VENTURA,93003,GARY WILDE,250,250,121,609,555,133,408,2677,2586,511,1699,17879,6033,5370,24157,42563070,41294987,7594367,18343745,35731878,27554146,3406426,22298451,113345873,0
106190661,SILVER LAKE MEDICAL CENTER,20184,2018-10-01,2018-12-31,Open,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,213-989-6100,1711 WEST TEMPLE STREET,LOS ANGELES,90026,MICHAEL PHILLIPS,234,211,211,819,44,599,84,7579,270,4720,495,446,172,73,692,31967808,1218464,15902963,3100731,1767091,436709,91156,1246631,17056052,0
106420483,GOLETA VALLEY COTTAGE HOSPITAL,20194,2019-10-01,2019-12-31,OPEN,Santa Barbara,10 - Santa Barbara/Ventura,807,Non Profit Corp.,Comparable,805-967-3411,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,RONALD C. WERFT,52,28,28,255,36,5,34,558,92,19,68,4685,512,382,2644,19164232,2679733,240366,2379174,10657428,1632639,1120886,5786342,19645066,1126884
106450949,MERCY MEDICAL CENTER - REDDING,20173,2017-07-01,2017-09-30,Open,Shasta,1,209,Church,Comparable,(530) 225-6000,2175 ROSALINE AVENUE,REDDING,96001,TODD SMITH,267,267,267,1452,43,184,818,6716,207,1274,3869,23332,273,2273,12360,125375438,4561748,19514774,55191595,86097424,1700129,7827144,44127093,106754885,0
106190857,WEST COVINA MEDICAL CENTER,20174,2017-10-01,2017-12-31,Open,Los Angeles,11,915,Investor - Corp.,Comparable,626-338-8481,725 SOUTH ORANGE AVENUE,WEST COVINA,91790,KAMI HORVAT,46,46,46,143,0,6,7,270,0,17,854,229,0,2,1,889783,0,8236220,270491,1616903,0,20121,5120,4481052,0
106361308,REDLANDS COMMUNITY HOSPITAL,20164,2016-10-01,2016-12-31,Open,San Bernardino,12,1209,Non Profit Corp.,Comparable,(909) 335-5501,350 TERRACINA BOULEVARD,REDLANDS,92373,JAMES R. HOLMES,229,229,195,427,789,226,516,2006,3660,1322,1603,6921,10474,1668,10333,36477212,66523695,14181537,27862640,19192271,40143404,3986616,24703139,72453579,1003113
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,20173,2017-07-01,2017-09-30,Open,Contra Costa,5,411,Non Profit Corp.,Kaiser Foundation Health,(510) 987-3380,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,JANET LIANG,233,223,116,79,1072,12,106,402,4065,38,286,247,11303,133,1712,0,0,0,0,0,0,0,0,148372766,0
106364451,TOTALLY KIDS REHAB HOSPITAL,20172,2017-04-01,2017-06-30,Open,San Bernardino,12,1209,Investor - Corp.,Comparable,(909) 796-6915,1720 MOUNTAIN VIEW AVENUE,LOMA LINDA,92354,DOUG PADGETT,81,81,64,0,0,18,7,0,0,5105,293,0,0,88,61,0,0,8484723,531043,0,0,6906,4265,6868831,0
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,20182,2018-04-01,2018-06-30,Open,Santa Cruz,08 - Mid-Coast,703,Non Profit Corp.,Comparable,831-477-2200,2900 CHANTICLEER AVENUE,SANTA CRUZ,95065,LAWRENCE DEGHETALDI,30,30,13,44,6,21,50,108,20,50,132,510,48,13,138,3471941,444053,512131,1814202,12867635,1490456,64404,2516361,17474465,0
106100005,CLOVIS COMMUNITY MEDICAL CENTER,20184,2018-10-01,2018-12-31,Open,Fresno,09 - Central,605,Non Profit Corp.,Comparable,559-324-4000,2755 HERNDON AVENUE,CLOVIS,93611,CRAIG WAGONER,208,208,190,958,337,192,968,5564,1954,1026,3667,8092,2842,1492,5333,77427755,28048885,12293843,47172135,47992519,17224826,5632047,36323879,91354877,5225275
106190020,BHC ALHAMBRA HOSPITAL,20172,2017-04-01,2017-06-30,Open,Los Angeles,11,913,Investor - Corp.,Comparable,(626) 286-1191,4619 ROSEMEAD BOULEVARD,ROSEMEAD,91770,MARGARET MINNICK,97,97,97,106,27,239,0,1045,252,1382,0,3201,13,0,0,1672000,403200,2211200,0,1598975,5775,0,0,5905916,192810
106190883,WHITTIER HOSPITAL MEDICAL CENTER,20174,2017-10-01,2017-12-31,Open,Los Angeles,11,919,Investor - Corp.,Comparable,562-945-3561,9080 COLIMA ROAD,WHITTIER,90605,RICHARD CASTRO,178,178,178,301,250,245,565,1413,1047,2774,1957,732,731,1966,4664,22529529,18647883,32736037,31134355,7490157,8525264,6226540,24037724,29932835,0
106190782,TARZANA TREATMENT CENTER,20174,2017-10-01,2017-12-31,Open,Los Angeles,11,905,Non Profit Corp.,Comparable,818-996-1051,18646 OXNARD STREET,TARZANA,91356,ALBERT SENELLA,60,60,60,55,0,0,0,326,0,0,0,0,0,0,0,521600,0,0,0,0,0,0,0,2108509,0
106560501,OJAI VALLEY COMMUNITY HOSPITAL,20181,2018-01-01,2018-03-31,Open,Ventura,10,809,Non Profit Corp.,Comparable,805-652-5011,1306 MARICOPA HIGHWAY,OJAI,93023,GARY WILDE,91,91,70,94,35,3,12,1105,510,187,3603,2357,715,355,2170,3016394,1125132,176865,2301400,2409473,864565,304141,1603438,7986154,0
106331312,RIVERSIDE COMMUNITY HOSPITAL,20164,2016-10-01,2016-12-31,Open,Riverside,12,1111,Investor - Ptnr.,Comparable,(951) 788-3000,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,PATRICK BRILLIANT,373,373,373,1112,1253,640,2022,6578,5789,3697,6475,4541,4863,2849,16217,156907221,168304844,68351998,142862846,40319463,64694612,15772974,108586950,101915507,4314559
106400480,FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,20194,2019-10-01,2019-12-31,OPEN,San Luis Obispo,08 - Mid-Coast,801,Non Profit Corp.,Comparable,805-543-5353,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,ALAN IFTINJUK,98,72,59,608,98,38,125,2574,329,215,541,11600,1091,498,2231,69798496,9464996,3867988,9697770,39165681,6406369,1377953,8985488,42670146,0
106580996,RIDEOUT MEMORIAL HOSPITAL,20164,2016-10-01,2016-12-31,Open,Yuba,2,227,Non Profit Corp.,Comparable,(530) 749-4663,726 FOURTH STREET,MARYSVILLE,95901,GINO PATRIZIO,219,219,143,1295,13,189,773,6862,100,900,3175,13055,217,1268,8505,92968986,1210891,11957437,43074119,57407458,958998,5554612,37384563,96573829,12086299
106390846,DAMERON HOSPITAL ASSOCIATION,20192,2019-04-01,2019-06-30,Open,San Joaquin,06 - North San Joaquin,507,Non Profit Corp.,Comparable,209-944-5550,525 WESTREET ACACIA STREET,STOCKTON,95203,LORRAINE AUERBACH,202,202,34,277,152,60,198,1132,527,314,818,1753,815,873,5402,43500832,19872049,9741329,25117912,35231786,15927632,6376483,39570278,34217974,1059789
106190462,AURORA LAS ENCINAS HOSPITAL,20202,2020-04-01,2020-06-30,OPEN,Los Angeles,11 - Los Angeles,911,Investor - Corp.,Comparable,626-795-9901,2900 EAST DEL MAR BOULEVARD,PASADENA,91107,TODD SMITH,118,118,91,132,71,23,1,1569,551,111,5,300,12,0,0,2906175,1021000,205875,9275,139360,5120,0,0,7401288,213533
106500967,OAK VALLEY DISTRICT HOSPITAL,20171,2017-01-01,2017-03-31,Open,Stanislaus,6,511,District,Comparable,(209) 848-4102,350 SOUTH OAK STREET,OAKDALE,95361,JOHN J MCCORMICK,150,144,144,107,74,22,64,1095,576,6527,368,4020,1119,4026,17516,4190570,2876269,3857896,2672200,5890460,2471076,2608580,17145643,16727852,0
106211006,MARIN GENERAL HOSPITAL,20173,2017-07-01,2017-09-30,Open,Marin,4,405,Non Profit Other,Comparable,(415) 925-7000,250 BON AIR ROAD,GREENBRAE,94904,LEE DOMANICO,235,176,176,956,95,276,307,4529,387,1499,1247,19907,2137,1346,5337,131838314,14504209,24848203,30979141,96907074,10458777,8533469,29440801,95355887,0
106190045,CATALINA ISLAND MEDICAL CENTER,20201,2020-01-01,2020-03-31,OPEN,Los Angeles,11 - Los Angeles,933,Non Profit Corp.,Comparable,310-510-0700,100 FALLS CANYON ROAD,AVALON,90704,JASON PARET,12,12,12,4,0,2,0,98,0,514,0,1215,0,1250,0,545754,0,292670,0,821059,0,822694,0,3130681,0
106301155,COLLEGE HOSPITAL COSTA MESA,20164,2016-10-01,2016-12-31,Open,Orange,13,1016,Investor - Corp.,Comparable,(949) 642-2734,301 VICTORIA STREET,COSTA MESA,92627,SUSAN TAYLOR,122,122,111,38,4,538,8,588,38,8247,30,3005,31,0,0,1420377,104167,18669594,84954,1174396,32136,0,0,16423050,414119
106341006,UNIVERSITY OF CALIFORNIA - DAVIS MEDICAL CENTER,20172,2017-04-01,2017-06-30,Open,Sacramento,2,311,Non Profit Other,Comparable,(916) 734-7020,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,ANN MADDEN RICE,627,601,601,2403,259,1178,1770,13923,1357,9100,9254,77659,7313,9816,12917,445592302,46333652,234622221,254782663,229620675,23556465,35037721,78110877,517644996,0
106331288,PALO VERDE HOSPITAL,20172,2017-04-01,2017-06-30,Open,Riverside,12,1101,District,Comparable,(760) 921-4115,250 NORTH FIRST STREET,BLYTHE,92225,SANDRA ANAYA,51,42,37,66,10,79,4,184,26,195,10,1121,58,2073,82,1589807,242320,1767533,107640,2797983,286559,4355748,513350,5853509,0
106121051,REDWOOD MEMORIAL HOSPITAL,20173,2017-07-01,2017-09-30,Open,Humboldt,1,107,Church,Comparable,(707) 445-8121,3300 RENNER DRIVE,FORTUNA,95540,"DAVID O'BRIEN, MD",35,25,25,143,0,19,117,604,39,46,344,4069,221,277,3358,9850309,833984,672491,4877716,12400025,773049,939252,8978670,10679000,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20184,2018-10-01,2018-12-31,Open,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,85,75,607,187,64,254,2801,766,288,1053,4657,1091,507,3325,45859557,15441251,2992640,14451156,13237704,6051804,2914684,12994326,43393843,0
106491064,SANTA ROSA MEMORIAL HOSPITAL,20202,2020-04-01,2020-06-30,OPEN,Sonoma,03 - North Bay,401,Church,Comparable,707-525-5300,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,KE,298,298,221,1053,151,235,450,5832,836,1302,2495,17607,2327,1273,7836,153396832,21980455,34231723,65611119,108028188,14276687,7808416,48079058,107893723,8117202
106430763,EL CAMINO HOSPITAL,20192,2019-04-01,2019-06-30,Open,Santa Clara,07 - Santa Clara,429,District,Comparable,650-940-7000,2500 GRANT ROAD,MOUNTAIN VIEW,94040,DAN WOODS,443,443,443,1855,478,130,287,9351,2233,602,1326,14839,2364,892,3466,224395960,54660430,11979362,24514432,146610111,32436974,6643740,24705559,215775164,0
106440755,DOMINICAN HOSPITAL,20174,2017-10-01,2017-12-31,Open,Santa Cruz,8,703,Non Profit Other,Comparable,831-462-7700,1555 SOQUEL DRIVE,SANTA CRUZ,95065,NANETTE MICKIEWICZ,223,222,161,1329,86,134,506,6805,396,948,2390,19055,243,1335,8473,173014203,12295280,21810987,55032409,55894808,3867291,5500145,27212566,118610271,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20174,2017-10-01,2017-12-31,Open,Mendocino,1,112,Non Profit Corp.,Comparable,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,23,248,28,16,67,987,95,71,259,4770,429,178,3566,13624482,1262162,883113,3944627,6150104,492621,549796,5486013,12823221,0
106190762,ST. VINCENT MEDICAL CENTER,20182,2018-04-01,2018-06-30,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,213-484-7111,2131 WEST 3RD STREET,LOS ANGELES,90057,FRANK CRACOLICI,366,333,333,1097,523,298,339,6134,2229,948,2008,5567,2846,1019,4164,126523070,53514781,20724080,45071065,33705007,20235979,5776097,23136088,77071327,0
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,20193,2019-07-01,2019-09-30,Open,Contra Costa,05 - East Bay,411,Non Profit Corp.,Comparable,925-939-3000,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,CAL KNIGHT,554,399,274,1685,546,137,540,9215,2620,1312,2955,28323,7060,1888,3727,281036454,91713644,40973542,104871709,107295397,43468413,5451352,31352314,219058037,0
106361339,ST. BERNARDINE MEDICAL CENTER,20202,2020-04-01,2020-06-30,OPEN,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Comparable,909-883-8711,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,DOUGLAS KLEAM,342,278,180,429,766,293,1200,2247,3546,1866,4993,1380,1741,2565,9909,52543217,83410173,27466370,99721047,11875406,22374038,9027685,43450091,101269537,0
106500967,OAK VALLEY DISTRICT HOSPITAL,20192,2019-04-01,2019-06-30,Open,Stanislaus,06 - North San Joaquin,511,District,Comparable,209-848-4102,350 SOUTH OAK STREET,OAKDALE,95361,JOHN J MCCORMICK,150,144,144,91,39,28,52,975,275,6847,484,3926,1175,4038,13929,3374565,1439854,4544521,1875170,5635046,2820653,3309571,14453407,20369833,0
106190392,GOOD SAMARITAN HOSPITAL - LA,20184,2018-10-01,2018-12-31,Open,Los Angeles,11 - Los Angeles,925,Non Profit Corp.,Comparable,213-977-2121,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,ANDREW LEEKA,408,333,184,852,435,613,649,5189,2251,3603,3016,3664,1325,1249,4066,105024699,58285017,52560922,61167584,30525844,13042045,8492177,26515105,93014934,0
106374094,VIBRA HOSPITAL OF SAN DIEGO,20194,2019-10-01,2019-12-31,OPEN,San Diego,14 - San Diego/Imperial,1418,Investor - Corp.,Comparable,619-260-8300,555 WASHINGTON STREET,SAN DIEGO,92103,YAMEEKA WILLIAMS,110,88,88,57,25,1,37,1867,684,103,1347,0,0,0,0,28164814,10048780,1399509,19526620,0,0,0,0,11193883,0
106491267,SONOMA DEVELOPMENTAL CENTER,20171,2017-01-01,2017-03-31,Open,Sonoma,3,403,State,State Hospitals,(707) 938-6000,15000 ARNOLD DRIVE,ELDRIDGE,95431,TIMOTHY MEEKER,1413,986,660,2,0,4,0,234,0,11787,0,0,0,0,0,2146042,0,22849163,0,0,0,0,0,33667206,0
106301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,20194,2019-10-01,2019-12-31,OPEN,Orange,13 - Orange,1017,Non Profit Corp.,Comparable,949-837-4500,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,MARCIA MANKER,248,248,136,769,958,47,134,3002,3584,240,590,26144,10596,932,2843,59985535,76942719,3376371,10263390,49023483,47350873,1780150,9278000,86776516,0
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,20181,2018-01-01,2018-03-31,Open,Riverside,12,1109,Non Profit Corp.,Comparable,951-290-4000,28062 BAXTER ROAD,MURRIETA,92563,PETER BAKER,112,112,112,634,652,69,311,2799,2713,249,1044,3135,2700,968,5059,53413828,54530748,6842596,19989558,22491029,23744898,3277956,18162169,53805303,0
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,20184,2018-10-01,2018-12-31,Open,Los Angeles,11 - Los Angeles,933,Non Profit Corp.,Kaiser Foundation Health,626-405-5000,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,JULIE MILLER-PHIPPS,257,257,101,67,831,15,215,311,3749,57,593,390,9810,478,4571,0,0,0,0,0,0,0,0,112724157,0
